tree_id,樹種,経度,緯度,区分,場所,出典
PT0004-01-0017,コナラ,139.640137000003,35.6871799998555,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0025,コナラ,139.640135333336,35.6871514720775,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0026,コナラ,139.640113833337,35.6871392498551,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0027,コナラ,139.640099055559,35.6871389720771,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0028,コナラ,139.640115694448,35.6871231942995,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0035,コナラ,139.640151194447,35.6870838331887,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0037,コナラ,139.640133083336,35.6870674720774,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0039,コナラ,139.639945000005,35.6870567776309,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0041,コナラ,139.639926111117,35.6870517220751,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0042,コナラ,139.639935388895,35.6870413609641,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0046,コナラ,139.639929388895,35.6870240554083,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0047,コナラ,139.640008666671,35.6870184442982,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0049,コナラ,139.639990833338,35.6870073887423,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0051,コナラ,139.639925388895,35.6870017498527,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0060,コナラ,139.639824333341,35.6869533887405,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0062,コナラ,139.639835222229,35.6869434165183,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0063,コナラ,139.63982622223,35.6869355554071,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0074,コナラ,139.639925472227,35.6868422498525,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0082,コナラ,139.640094083336,35.686794027632,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0093,コナラ,139.640099666669,35.6867067776319,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0098,コナラ,139.639889000006,35.6866744442963,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0133,コナラ,139.6400476389,35.6863836665174,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0139,コナラ,139.640058555567,35.6863564998507,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0148,コナラ,139.639951333346,35.6863131109605,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0150,コナラ,139.63995266668,35.6863024998493,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0156,コナラ,139.640040583345,35.6862774720723,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0157,コナラ,139.640025611122,35.6862709720721,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0158,コナラ,139.640062972233,35.6862641109614,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0210,コナラ,139.640214361118,35.6859579720728,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0214,コナラ,139.640230194451,35.6859440554062,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0216,コナラ,139.640211777784,35.6859379442949,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0257,コナラ,139.640278500005,35.6858566387397,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0258,コナラ,139.640318861116,35.6858553609624,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0260,コナラ,139.640300500005,35.6858370554065,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0263,コナラ,139.64034116667,35.6858043054068,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0267,コナラ,139.640375638892,35.6857819442961,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0269,コナラ,139.640392888892,35.6857662776295,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0285,コナラ,139.640721444442,35.6856669165217,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0288,コナラ,139.640602777777,35.6856604720758,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0296,コナラ,139.640601527777,35.6856137220756,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0299,コナラ,139.640641027776,35.6855958331871,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0301,コナラ,139.640747194441,35.685557860966,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0302,コナラ,139.640650833331,35.6855542220759,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0307,コナラ,139.640682249997,35.6855112776317,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0308,コナラ,139.640765888885,35.6855089165215,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0314,コナラ,139.640773222217,35.6854748609658,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0320,コナラ,139.640774611106,35.6854131387433,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0326,コナラ,139.640772999995,35.6853805554099,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0329,コナラ,139.640693527774,35.68536266652,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0347,コナラ,139.640745166662,35.6852281942978,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0402,コナラ,139.641040194433,35.6849901109668,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0404,コナラ,139.64109047221,35.684988777634,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0004-01-0415,コナラ,139.640984777768,35.6849724998549,公園樹木（杉並区）,和田堀公園,suginami_park_nara
PT0012-00-0024,コナラ,139.600047777868,35.7196809443618,公園樹木（杉並区）,三谷公園,suginami_park_nara
PT0012-00-0028,コナラ,139.600010583424,35.7196566388065,公園樹木（杉並区）,三谷公園,suginami_park_nara
PT0016-06-0035,コナラ,139.633561694543,35.669836333082,公園樹木（杉並区）,玉川上水第二公園,suginami_park_nara
PT0016-06-0056,コナラ,139.633914944547,35.6697701108523,公園樹木（杉並区）,玉川上水第二公園,suginami_park_nara
PT0016-06-0064,コナラ,139.634103000105,35.6697413886262,公園樹木（杉並区）,玉川上水第二公園,suginami_park_nara
PT0017-16-0001,コナラ,139.653899638848,35.7019145276702,公園樹木（杉並区）,桃園川緑道,suginami_park_nara
PT0017-16-0002,コナラ,139.654135083292,35.7018737221154,公園樹木（杉並区）,桃園川緑道,suginami_park_nara
PT0018-00-0069,コナラ,139.6059688333,35.6963702776998,公園樹木（杉並区）,大宮前公園,suginami_park_nara
PT0018-00-0085,コナラ,139.6058828333,35.6963358610336,公園樹木（杉並区）,大宮前公園,suginami_park_nara
PT0018-00-0088,コナラ,139.605902555523,35.6963353888114,公園樹木（杉並区）,大宮前公園,suginami_park_nara
PT0018-00-0128,コナラ,139.605975638857,35.6962101388122,公園樹木（杉並区）,大宮前公園,suginami_park_nara
PT0018-00-0137,コナラ,139.60587397219,35.6961829165905,公園樹木（杉並区）,大宮前公園,suginami_park_nara
PT0018-00-0139,コナラ,139.606067055523,35.6961791388121,公園樹木（杉並区）,大宮前公園,suginami_park_nara
PT0018-00-0142,コナラ,139.605897111079,35.6961719721461,公園樹木（杉並区）,大宮前公園,suginami_park_nara
PT0022-00-0088,コナラ,139.597513416708,35.7087787775535,公園樹木（杉並区）,井荻公園,suginami_park_nara
PT0022-00-0119,コナラ,139.597625111151,35.708462305335,公園樹木（杉並区）,井荻公園,suginami_park_nara
PT0022-00-0120,コナラ,139.597712027817,35.708452333114,公園樹木（杉並区）,井荻公園,suginami_park_nara
PT0031-03-0133,コナラ,139.638965833412,35.6683262219938,公園樹木（杉並区）,玉川上水第三公園,suginami_park_nara
PT0031-03-0191,コナラ,139.639329638965,35.6681476386651,公園樹木（杉並区）,玉川上水第三公園,suginami_park_nara
PT0031-03-0293,コナラ,139.640282888959,35.6679167220084,公園樹木（杉並区）,玉川上水第三公園,suginami_park_nara
PT0032-00-0004,コナラ,139.658903749902,35.696328305343,公園樹木（杉並区）,和田北公園,suginami_park_nara
PT0035-00-0015,コナラ,139.631904583378,35.6889248887074,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0146,コナラ,139.631611388941,35.6883188887129,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0151,コナラ,139.631696222275,35.688298388712,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0152,コナラ,139.631608138941,35.6882939720464,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0154,コナラ,139.63168366672,35.6882853053788,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0157,コナラ,139.631719111164,35.6882848053783,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0159,コナラ,139.631670611165,35.688276055379,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0160,コナラ,139.631700194498,35.6882731664897,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0174,コナラ,139.631814722276,35.688232472044,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0179,コナラ,139.631713361166,35.6882174720453,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0186,コナラ,139.63171005561,35.6881964164899,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0189,コナラ,139.631947722278,35.688187277598,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0192,コナラ,139.631714000055,35.6881692776011,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0201,コナラ,139.63192633339,35.6881510275984,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0202,コナラ,139.631681333389,35.6881489164904,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0204,コナラ,139.632083222279,35.6881473609299,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0207,コナラ,139.631704861166,35.6881385276013,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0212,コナラ,139.631797055611,35.6881348887112,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0213,コナラ,139.63191708339,35.6881301109319,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0218,コナラ,139.631811583389,35.6881166664889,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0220,コナラ,139.631785361167,35.6881122220448,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0222,コナラ,139.631832472279,35.6881098331553,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0224,コナラ,139.631653027834,35.6880829442687,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0231,コナラ,139.631715916724,35.6880268609348,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0244,コナラ,139.631878694502,35.687998472044,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0251,コナラ,139.631906416725,35.6879819998214,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0253,コナラ,139.63184761117,35.6879712498222,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0035-00-0256,コナラ,139.631834527836,35.6879659164891,公園樹木（杉並区）,杉並児童交通公園,suginami_park_nara
PT0057-00-0015,コナラ,139.613586305529,35.6894791943645,公園樹木（杉並区）,高井戸西公園,suginami_park_nara
PT0057-00-0020,コナラ,139.613586527752,35.6894394999202,公園樹木（杉並区）,高井戸西公園,suginami_park_nara
PT0057-00-0024,コナラ,139.613564277752,35.689386805476,公園樹木（杉並区）,高井戸西公園,suginami_park_nara
PT0057-00-0036,コナラ,139.61351216664,35.6892393054768,公園樹木（杉並区）,高井戸西公園,suginami_park_nara
PT0057-00-0084,コナラ,139.61354205553,35.6889991110336,公園樹木（杉並区）,高井戸西公園,suginami_park_nara
PT0057-00-0091,コナラ,139.613535277752,35.6889622777005,公園樹木（杉並区）,高井戸西公園,suginami_park_nara
PT0069-00-0027,コナラ,139.657901138884,35.7062751943299,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0030,コナラ,139.657892027773,35.7062608609968,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0035,コナラ,139.658038833328,35.7062194443311,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0036,コナラ,139.657874361105,35.7062101387755,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0039,コナラ,139.658031194439,35.7061798054429,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0048,コナラ,139.658102861106,35.7061458054437,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0075,コナラ,139.657905666658,35.7059566110029,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0079,コナラ,139.657906222214,35.7059200832259,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0069-00-0089,コナラ,139.657908083324,35.705816333228,公園樹木（杉並区）,たかはら公園,suginami_park_nara
PT0073-00-0013,コナラ,139.621740083278,35.695248138742,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0015,コナラ,139.621714222166,35.6952434442976,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0018,コナラ,139.621672083277,35.6952186665197,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0036,コナラ,139.621661361056,35.6951464720742,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0038,コナラ,139.622048583278,35.6951438054056,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0042,コナラ,139.621392638835,35.6951297498531,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0043,コナラ,139.62164669439,35.6951296665185,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0046,コナラ,139.621348222168,35.6951233331865,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0051,コナラ,139.621367083279,35.6951211665198,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0053,コナラ,139.621402777724,35.695113860964,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0060,コナラ,139.621658083279,35.6950998609624,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0063,コナラ,139.621712638834,35.695087472073,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0064,コナラ,139.621629888835,35.6950815554067,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0073,コナラ,139.621661638835,35.6950609998507,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0075,コナラ,139.621300166613,35.6950566109636,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0084,コナラ,139.621652333279,35.6950308609614,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0091,コナラ,139.621649138835,35.6950091387389,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0098,コナラ,139.621267611058,35.694982833185,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0100,コナラ,139.622077722169,35.6949744165141,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0101,コナラ,139.621277444391,35.6949685554069,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0111,コナラ,139.62209933328,35.6949454998469,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0124,コナラ,139.621299805503,35.6949168887394,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0125,コナラ,139.621820722169,35.6949173887367,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0073-00-0139,コナラ,139.621468527727,35.6948663054043,公園樹木（杉並区）,松渓公園,suginami_park_nara
PT0077-00-0006,コナラ,139.607905305516,35.6807987220399,公園樹木（杉並区）,昭栄公園,suginami_park_nara
PT0077-00-0052,コナラ,139.608266861067,35.6802978887011,公園樹木（杉並区）,昭栄公園,suginami_park_nara
PT0077-00-0060,コナラ,139.608294916623,35.6802733331454,公園樹木（杉並区）,昭栄公園,suginami_park_nara
PT0077-00-0061,コナラ,139.60825083329,35.6802689164785,公園樹木（杉並区）,昭栄公園,suginami_park_nara
PT0092-00-0003,コナラ,139.611038166636,35.6929339999093,公園樹木（杉並区）,大善公園,suginami_park_nara
PT0092-00-0022,コナラ,139.61116824997,35.6927816943537,公園樹木（杉並区）,大善公園,suginami_park_nara
PT0098-00-0006,コナラ,139.6422749723,35.6694936664454,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0098-00-0009,コナラ,139.642379722299,35.6694874720017,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0098-00-0010,コナラ,139.642469916744,35.6694845831134,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0098-00-0015,コナラ,139.642414555633,35.669471110891,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0098-00-0018,コナラ,139.642458250076,35.6694586942248,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0098-00-0022,コナラ,139.642167972299,35.6693837775575,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0098-00-0023,コナラ,139.642140750077,35.6693651386688,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0098-00-0025,コナラ,139.642107861188,35.6693413608912,公園樹木（杉並区）,ひまわり公園,suginami_park_nara
PT0099-00-0037,コナラ,139.645261222274,35.670866805353,公園樹木（杉並区）,どんぐり緑地,suginami_park_nara
PT0099-00-0038,コナラ,139.645279361163,35.670850916464,公園樹木（杉並区）,どんぐり緑地,suginami_park_nara
PT0099-00-0039,コナラ,139.645251833386,35.6708403053527,公園樹木（杉並区）,どんぐり緑地,suginami_park_nara
PT0099-00-0040,コナラ,139.645268055607,35.670839527575,公園樹木（杉並区）,どんぐり緑地,suginami_park_nara
PT0099-00-0045,コナラ,139.645186055609,35.670763222018,公園樹木（杉並区）,どんぐり緑地,suginami_park_nara
PT0099-00-0046,コナラ,139.645180666721,35.6707559442401,公園樹木（杉並区）,どんぐり緑地,suginami_park_nara
PT0100-00-0005,コナラ,139.64633677771,35.7072193054427,公園樹木（杉並区）,馬橋北公園,suginami_park_nara
PT0108-00-0009,コナラ,139.608606444406,35.7243205276573,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0011,コナラ,139.608638805517,35.7243025276567,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0014,コナラ,139.608608083295,35.7242891665456,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0017,コナラ,139.608654999962,35.7242686387671,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0019,コナラ,139.608450083297,35.7242530554346,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0020,コナラ,139.608488361075,35.7242524998789,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0022,コナラ,139.608545749963,35.7242468887672,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0028,コナラ,139.609005222182,35.7242199998749,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0033,コナラ,139.608890499961,35.7241998054307,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0037,コナラ,139.608439111077,35.7241712220997,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0039,コナラ,139.608506249965,35.7241560554323,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0040,コナラ,139.608261499968,35.724154777656,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0041,コナラ,139.608385777744,35.7241481665439,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0042,コナラ,139.608638166632,35.72414544432,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0043,コナラ,139.608535277743,35.7241400276539,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0044,コナラ,139.608479305522,35.7241359998764,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0045,コナラ,139.60858694441,35.7241331387645,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0048,コナラ,139.608335138857,35.7240892498763,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0049,コナラ,139.60825536108,35.7240793609878,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0054,コナラ,139.608187333303,35.7240416109874,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0056,コナラ,139.608335444413,35.7240323054307,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0058,コナラ,139.608333944415,35.7239998332078,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0059,コナラ,139.608213749971,35.7239989998753,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0060,コナラ,139.608292583304,35.723983166541,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0061,コナラ,139.608209249971,35.7239749443193,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0108-00-0065,コナラ,139.608252444416,35.7239429443183,公園樹木（杉並区）,四宮森公園,suginami_park_nara
PT0115-00-0001,コナラ,139.605533722261,35.7214851387453,公園樹木（杉並区）,瀬戸原緑地,suginami_park_nara
PT0115-00-0003,コナラ,139.605657694483,35.7214591665211,公園樹木（杉並区）,瀬戸原緑地,suginami_park_nara
PT0115-00-0013,コナラ,139.605519277818,35.7214420554115,公園樹木（杉並区）,瀬戸原緑地,suginami_park_nara
PT0117-01-0008,コナラ,139.625121916615,35.6953066387253,公園樹木（杉並区）,天神橋公園,suginami_park_nara
PT0117-01-0009,コナラ,139.625212916615,35.6952647220577,公園樹木（杉並区）,天神橋公園,suginami_park_nara
PT0117-03-0002,コナラ,139.625360222173,35.6948967220522,公園樹木（杉並区）,天神橋公園,suginami_park_nara
PT0117-03-0021,コナラ,139.625368333286,35.6947278053874,公園樹木（杉並区）,天神橋公園,suginami_park_nara
PT0117-03-0023,コナラ,139.625406611065,35.6946171387216,公園樹木（杉並区）,天神橋公園,suginami_park_nara
PT0118-00-0013,コナラ,139.622977194375,35.727041860948,公園樹木（杉並区）,正保公園,suginami_park_nara
PT0118-00-0018,コナラ,139.622859472154,35.7269711942814,公園樹木（杉並区）,正保公園,suginami_park_nara
PT0120-00-0040,コナラ,139.616065277755,35.6908303054666,公園樹木（杉並区）,松宮公園,suginami_park_nara
PT0127-00-0112,コナラ,139.640737916692,35.6960493887578,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0118,コナラ,139.640758861137,35.696023166536,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0126,コナラ,139.640828888915,35.6960039720927,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0129,コナラ,139.640858111137,35.6959958332042,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0132,コナラ,139.640886916694,35.6959844720935,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0139,コナラ,139.640914111138,35.6959662220941,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0146,コナラ,139.640899916693,35.6959458887608,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0150,コナラ,139.640894138916,35.6959215554275,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0226,コナラ,139.641080138918,35.6957948887644,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0256,コナラ,139.640966611139,35.695732944319,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0127-00-0264,コナラ,139.640992916695,35.6957032220974,公園樹木（杉並区）,梅里中央公園,suginami_park_nara
PT0129-00-0015,コナラ,139.61340508338,35.7186988609292,公園樹木（杉並区）,今川一丁目公園,suginami_park_nara
PT0129-00-0031,コナラ,139.613367361159,35.7185276387103,公園樹木（杉並区）,今川一丁目公園,suginami_park_nara
PT0132-00-0007,コナラ,139.617950194446,35.687417583279,公園樹木（杉並区）,高井戸いずみ公園,suginami_park_nara
PT0137-00-0061,コナラ,139.643610499959,35.7101608888181,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0096,コナラ,139.643889027734,35.7101091943722,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0197,コナラ,139.644661472169,35.7099701665906,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0224,コナラ,139.643738138847,35.7099436665923,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0243,コナラ,139.644732055501,35.7099205554786,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0245,コナラ,139.644031749954,35.7099177499246,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0255,コナラ,139.644074777732,35.7099034999243,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0273,コナラ,139.644174055508,35.7098795277015,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0137-00-0428,コナラ,139.643277416631,35.7096645832557,公園樹木（杉並区）,馬橋公園,suginami_park_nara
PT0140-00-0025,コナラ,139.61088258329,35.6794745275978,公園樹木（杉並区）,高井戸みどり公園,suginami_park_nara
PT0140-00-0031,コナラ,139.610799222178,35.6792884998164,公園樹木（杉並区）,高井戸みどり公園,suginami_park_nara
PT0140-00-0033,コナラ,139.610790805511,35.6792215275931,公園樹木（杉並区）,高井戸みどり公園,suginami_park_nara
PT0142-00-0069,コナラ,139.61831152786,35.713456722149,公園樹木（杉並区）,清水森公園,suginami_park_nara
PT0145-00-0075,コナラ,139.657034777714,35.6977771942806,公園樹木（杉並区）,蚕糸の森公園,suginami_park_nara
PT0149-00-0044,コナラ,139.661588111014,35.6924376387123,公園樹木（杉並区）,和田中央公園,suginami_park_nara
PT0149-00-0073,コナラ,139.661742083236,35.6923715276038,公園樹木（杉並区）,和田中央公園,suginami_park_nara
PT0149-00-0079,コナラ,139.661766805458,35.6923557220487,公園樹木（杉並区）,和田中央公園,suginami_park_nara
PT0150-00-0010,コナラ,139.637625694485,35.6847552775929,公園樹木（杉並区）,成田かっぱ公園,suginami_park_nara
PT0150-00-0023,コナラ,139.637443750043,35.6846728053682,公園樹木（杉並区）,成田かっぱ公園,suginami_park_nara
PT0156-00-0004,ミズナラ,139.615632305529,35.6916531387939,公園樹木（杉並区）,はるたけ公園,suginami_park_nara
PT0156-00-0008,ミズナラ,139.615659249974,35.691631638794,公園樹木（杉並区）,はるたけ公園,suginami_park_nara
PT0156-00-0016,ミズナラ,139.615722027751,35.6916030832385,公園樹木（杉並区）,はるたけ公園,suginami_park_nara
PT0156-00-0018,ミズナラ,139.61560505553,35.6916017221276,公園樹木（杉並区）,はるたけ公園,suginami_park_nara
PT0156-00-0022,ミズナラ,139.615760222196,35.6915923887942,公園樹木（杉並区）,はるたけ公園,suginami_park_nara
PT0162-00-0298,コナラ,139.625727444473,35.6755280554358,公園樹木（杉並区）,塚山公園,suginami_park_nara
